period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2022-05-20,2022-W20,weekly,2022-05-16,5,0,3010,2022-05-27,2944,-0.0219269103,0,0.2470784909,-0.7409978442,-1.7439327866,-0.0291455786,0.5208974619,0.6764649422,0,-0.5851699861,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2022-05-27,2022-W21,weekly,2022-05-23,5,0,2944,2022-06-02,2875,-0.0234375,0,-0.7042102412,0.1613318778,-1.209089719,0.0774674368,0.1829176775,1.1077210554,0,-0.0860131942,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2022-06-02,2022-W22,weekly,2022-05-30,4,0,2875,2022-06-10,2867,-0.0027826087,0,-1.0814805746,0.5359598789,-0.936435773,0.0387622124,-0.9019738026,0.552302097,0,0.1053114828,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
2022-06-10,2022-W23,weekly,2022-06-06,5,0,2867,2022-06-17,2905,0.0132542728,1,-0.8824165527,0.0922158718,-1.9172312944,-0.0008761221,0.5922924579,0.7289548953,0,-0.522146067,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2022-06-17,2022-W24,weekly,2022-06-13,5,0,2905,2022-06-24,2786,-0.0409638554,0,-0.3458964996,-0.4495103553,-1.3771222473,-0.12030159,-0.6149080656,1.2138018698,0,-0.0814477572,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2022-06-24,2022-W25,weekly,2022-06-20,5,0,2786,2022-07-01,2704,-0.0294328787,0,-1.7083418738,1.4590866679,0.135927528,0.0185437566,-1.2901089075,1.4597076367,0,1.1586448229,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2022-07-01,2022-W26,weekly,2022-06-27,5,0,2704,2022-07-08,2726,0.0081360947,1,-2.0353633127,1.1983693793,-0.6493154,-0.1489429081,-1.7243708521,1.4752357998,0,0.9192027981,1,1,1,1,1,1,0,1,0,0,-1
2022-07-08,2022-W27,weekly,2022-07-04,5,0,2726,2022-07-15,2682,-0.0161408657,0,-1.3079677381,0.1422656799,-0.6918356938,-0.1425171184,0.2582026633,1.4401426114,0,0.369040706,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2022-07-15,2022-W28,weekly,2022-07-11,5,0,2682,2022-07-22,2564,-0.0439970172,0,-1.7562945133,0.6674207264,-0.3881424396,-0.3927799619,-1.625650036,1.4328578181,0,0.3590342807,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2022-07-22,2022-W29,weekly,2022-07-18,5,0,2564,2022-07-29,2670,0.0413416537,1,-2.7103130026,1.7783339028,-0.8399632374,-0.3338167922,-1.366577897,0.9509166228,0,1.1948990289,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2022-07-29,2022-W30,weekly,2022-07-25,5,0,2670,2022-08-05,2688,0.006741573,1,-0.6251647192,-0.6035929902,-0.3228699053,-0.725587753,0.6201473126,1.4965960082,0,1.9410286538,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2022-08-05,2022-W31,weekly,2022-08-01,5,0,2688,2022-08-12,2757,0.0256696429,1,-0.7412866865,0.1020843684,-0.6880849373,-1.0859797607,-1.0380750231,1.3055453269,0,0.9739102842,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2022-08-12,2022-W32,weekly,2022-08-08,5,0,2757,2022-08-19,2686,-0.0257526297,0,0.1159491507,-0.4391592532,-1.9015813288,-0.2265729116,-0.0175853562,0.6222451299,0,1.6133342068,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2022-08-19,2022-W33,weekly,2022-08-15,5,0,2686,2022-08-26,2759,0.0271779598,1,-0.8180088419,0.929980732,-1.1859572062,-0.125699407,-1.0474311409,1.5281849747,0,1.3121766927,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2022-08-26,2022-W34,weekly,2022-08-22,5,0,2759,2022-09-02,2790,0.0112359551,1,0.0925797048,-0.6481667071,-1.8374589373,-0.2775652321,0.3049645953,0.7432733566,0,1.2508254383,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2022-09-02,2022-W35,weekly,2022-08-29,5,0,2790,2022-09-09,2817,0.0096774194,1,0.099151679,0.1882650487,-1.5215237668,-0.2383677409,-0.5812915018,0.3697641275,0,0.8178823171,1,1,1,1,1,1,0,1,0.4,-0.8854560257,-0.464723172
2022-09-09,2022-W36,weekly,2022-09-05,5,0,2817,2022-09-16,2835,0.0063897764,1,0.1422602092,-0.1981270831,-1.4921877383,-0.325293722,0.3504970022,0.6528536012,0,0.6774813718,1,1,1,1,1,1,0,1,1,-0.9350162427,-0.354604887
2022-09-16,2022-W37,weekly,2022-09-13,4,0,2835,2022-09-23,2828,-0.0024691358,0,0.3633426826,-0.2963764361,-1.416759826,-0.7942664466,-0.3167357916,0.3594411657,0,-0.0410919594,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2022-09-23,2022-W38,weekly,2022-09-19,5,0,2828,2022-09-30,2773,-0.0194483734,0,0.0796865223,0.1195486021,-3.2749450552,-0.3569469256,0.1771989568,0.231045888,0,-0.3633428458,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2022-09-30,2022-W39,weekly,2022-09-26,5,0,2773,2022-10-14,2870,0.0349801659,1,-0.6677537401,0.5787038948,-1.6814217529,-0.3007272657,0.4883364847,0.598261172,0,0.4118271596,1,1,1,1,1,1,0,1,1,-1,0
2022-10-14,2022-W41,weekly,2022-10-10,5,0,2870,2022-10-21,2878,0.0027874564,1,0.633509052,-0.9614144458,-3.502792405,-0.6448308997,-0.1994098566,0.0686686908,0,1.2561262709,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2022-10-21,2022-W42,weekly,2022-10-17,5,0,2878,2022-10-28,2857,-0.0072967338,0,0.3990936935,-0.3502414906,-2.4707908232,-0.4967096532,0.0305318827,0.2944172327,0,0.0822163413,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2022-10-28,2022-W43,weekly,2022-10-24,5,0,2857,2022-11-04,2867,0.003500175,1,-0.0710812276,0.0794261477,-1.5892372258,-0.4496101573,-0.2470296086,0.2545003308,0,0.1203240504,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2022-11-04,2022-W44,weekly,2022-10-31,5,0,2867,2022-11-11,2881,0.0048831531,1,0.0472334827,-0.1965587072,-1.9092899127,-0.3951946442,0.1335734151,0.4594088279,0,-0.170135582,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2022-11-11,2022-W45,weekly,2022-11-07,5,0,2881,2022-11-18,2816,-0.0225616106,0,-0.0645639329,-0.1138750502,-1.3912839585,-0.6942499925,-0.6556625185,0.3314451045,0,-0.6625659299,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2022-11-18,2022-W46,weekly,2022-11-14,5,0,2816,2022-11-25,2934,0.0419034091,1,-0.8065725273,0.6403478882,-1.8793368338,-0.3528796265,0.0604937584,0.6544658422,0,0.0708900449,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2022-11-25,2022-W47,weekly,2022-11-21,5,0,2934,2022-12-02,2886,-0.0163599182,0,0.7040342902,-1.1151246521,-1.2337008668,-1.015446347,-0.5210729485,0.5331724837,0,1.2400645437,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2022-12-02,2022-W48,weekly,2022-11-28,5,0,2886,2022-12-09,2817,-0.0239085239,0,-0.3086581153,0.6748518479,-1.6350238515,-1.4580052768,-0.8994608392,0.9397746587,0,0.664366483,1,1,1,1,1,1,0,1,0.6,-0.464723172,0.8854560257
2022-12-09,2022-W49,weekly,2022-12-05,5,0,2817,2022-12-16,2817,0,0,-0.9525788037,0.3696936086,-2.2057717416,1.1105072179,-0.7868133513,0.9109944452,0,1.0315894172,1,1,1,1,1,1,0,1,0,-0.354604887,0.9350162427
2022-12-16,2022-W50,weekly,2022-12-12,5,0,2817,2022-12-23,2752,-0.0230741924,0,-0.6295481539,-0.0073119323,-2.047555099,-0.3359281919,-0.1643740262,1.0624287544,0,0.277889389,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2022-12-23,2022-W51,weekly,2022-12-19,5,0,2752,2022-12-30,2824,0.0261627907,1,-1.4698356719,0.6006076761,-1.5038553151,-0.3433673401,-0.1540648006,0.9183134062,0,0.2943553417,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2022-12-30,2022-W52,weekly,2022-12-26,5,0,2824,2023-01-06,2886,0.0219546742,1,-0.0913124764,-0.2575282267,-1.8489545249,-0.5401753024,-0.0986333233,1.0367112793,0,0.8776201442,1,1,1,1,1,1,0,1,0,0,1
2023-01-06,2023-W01,weekly,2023-01-03,4,0,2886,2023-01-13,2877,-0.0031185031,0,0.4520969582,-0.6085429384,-1.2006896046,-0.4164135108,-1.153235575,1.0488502737,0,0.6447373864,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2023-01-13,2023-W02,weekly,2023-01-09,5,0,2877,2023-01-20,2859,-0.0062565172,0,0.0584627145,-0.0290678847,-1.7572732927,-0.2895818397,-0.2721513673,0.7529181958,0,0.1330702749,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2023-01-20,2023-W03,weekly,2023-01-16,5,0,2859,2023-02-03,2837,-0.0076949983,0,-0.0609955344,0.0323542817,-2.0456955952,-0.7363479036,-0.4952205408,1.0456804441,0,-0.0135241337,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2023-02-03,2023-W05,weekly,2023-01-30,5,0,2837,2023-02-10,2769,-0.0239689813,0,-0.334251595,0.0880921273,-2.2340490769,-1.3753024168,-0.3543840701,0.9036186718,0,-0.071674723,1,1,1,1,1,1,0,1,0,0.5680647467,0.8229838659
2023-02-10,2023-W06,weekly,2023-02-06,5,0,2769,2023-02-17,2868,0.0357529794,1,-1.1869763418,0.5339116294,-1.2222919873,-2.1134791264,-0.0150502791,0.7793224793,0,0.2591180011,1,1,1,1,1,1,0,1,0,0.6631226582,0.7485107482
2023-02-17,2023-W07,weekly,2023-02-13,5,0,2868,2023-02-24,2867,-0.000348675,0,0.3380354708,-0.7068709446,-0.8924502816,3.3881511337,-0.5092808375,0.8828726825,0,1.2740069435,1,1,1,1,1,1,0,1,0,0.7485107482,0.6631226582
2023-02-24,2023-W08,weekly,2023-02-20,5,0,2867,2023-03-03,2838,-0.0101151029,0,-0.1364218574,-0.2422823194,-1.510445823,-0.6165241207,-1.2552250022,0.8368130039,0,0.0848584131,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2023-03-03,2023-W09,weekly,2023-02-27,5,0,2838,2023-03-10,2850,0.0042283298,1,-0.3449929561,0.1896177228,-0.9387163638,-0.6482942167,-0.6695991912,0.550438096,0,0.3498985323,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2023-03-10,2023-W10,weekly,2023-03-06,5,0,2850,2023-03-17,2836,-0.0049122807,0,-0.0428699321,-0.1549450334,-0.8794255715,-0.6112592307,-1.0045994496,0.4116410909,0,-0.094395113,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2023-03-17,2023-W11,weekly,2023-03-13,5,0,2836,2023-03-24,2745,-0.0320874471,0,-0.4307081768,-0.2535490184,-0.7652800916,-0.6315695263,-0.0872423334,0.4933080527,0,-0.5795289159,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2023-03-24,2023-W12,weekly,2023-03-20,5,0,2745,2023-03-31,2724,-0.0076502732,0,-1.3514937619,0.7019680335,-0.890985813,0.2879055296,-0.647360693,0.3995273583,0,0.5860475497,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2023-03-31,2023-W13,weekly,2023-03-27,5,0,2724,2023-04-07,2728,0.0014684288,1,-1.2335244063,0.1434925216,-1.3741460458,-0.1160407885,-0.452914621,0.3489252168,0,-0.1838785979,1,1,1,1,1,1,0,1,0,1,0
2023-04-07,2023-W14,weekly,2023-04-03,4,0,2728,2023-04-14,2756,0.0102639296,1,-1.0454466259,-0.0106868204,-0.818632808,-0.2919608628,-0.8852800697,0.3295158598,0,-0.4736043723,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2023-04-14,2023-W15,weekly,2023-04-10,5,0,2756,2023-04-21,2672,-0.030478955,0,-0.5336685166,-0.0442530994,-0.7001830822,-0.1688514549,-0.2825890768,0.227329895,0,-0.0660331217,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2023-04-21,2023-W16,weekly,2023-04-17,5,0,2672,2023-04-28,2644,-0.0104790419,0,-1.4770900241,1.2084971702,-0.4869727156,0.0771492418,-1.3226884372,0.3277859126,0,0.5605568185,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2023-04-28,2023-W17,weekly,2023-04-24,5,0,2644,2023-05-05,2602,-0.0158850227,0,-1.39188556,0.4712976494,-0.3688892154,-0.0434376091,-1.470760712,0.2787787776,0,0.0091631755,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2023-05-05,2023-W18,weekly,2023-05-04,2,0,2602,2023-05-12,2539,-0.0242121445,0,-1.6129511158,0.8202240746,-0.5162693936,-0.7818459363,-0.308094215,0.4132440224,0,0.1003372651,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2023-05-12,2023-W19,weekly,2023-05-08,5,0,2539,2023-05-19,2547,0.0031508468,1,-2.165413849,1.0310085187,-0.2533478262,0.3337618036,-1.1322493151,0.4999466888,0,-0.2118221668,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
2023-05-19,2023-W20,weekly,2023-05-15,5,0,2547,2023-05-26,2615,0.0266980762,1,-1.5100315674,0.1918662589,-0.8284496457,-0.3550218346,-1.371161239,0.3926262876,0,-0.6857316867,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2023-05-26,2023-W21,weekly,2023-05-22,5,0,2615,2023-06-02,2651,0.0137667304,1,-0.4479742146,-0.2663051102,-0.6150123573,-0.2819515708,0.0392586552,0.5896356722,0,0.5793304239,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2023-06-02,2023-W22,weekly,2023-05-29,5,0,2651,2023-06-09,2657,0.0022632969,1,-0.2360383883,0.0174036141,-0.9916204738,-0.5926208051,-0.5615086741,0.4463796498,0,0.2198995527,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
2023-06-09,2023-W23,weekly,2023-06-05,5,0,2657,2023-06-16,2670,0.0048927362,1,-0.2044500652,0.4443788931,-0.5505561725,-0.9465189883,-0.5716428674,0.5251895145,0,-0.4781615158,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2023-06-16,2023-W24,weekly,2023-06-12,5,0,2670,2023-06-21,2688,0.006741573,1,-0.0500960628,-0.461372278,-0.4697808033,0.5907462921,-0.056001952,0.611288425,0,-0.521058591,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2023-06-21,2023-W25,weekly,2023-06-19,3,0,2688,2023-06-30,2728,0.0148809524,1,-0.0416128498,-0.0544725125,-0.5579113427,-0.4584327501,0.5331963898,0.6792090643,0,-0.6933756966,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2023-06-30,2023-W26,weekly,2023-06-26,5,0,2728,2023-07-07,2788,0.0219941349,1,0.3088298278,-0.1500169577,0.2192287723,0.0642912275,-2.840693417,0.8965177013,0,-0.4102917227,1,1,1,1,1,1,0,1,0,0,-1
2023-07-07,2023-W27,weekly,2023-07-03,5,0,2788,2023-07-14,2738,-0.0179340029,0,0.7201173805,-0.1330976947,-0.4716383737,-0.0148883265,-0.5050303536,1.9086960131,0,-0.0671712007,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2023-07-14,2023-W28,weekly,2023-07-10,5,0,2738,2023-07-21,2690,-0.0175310446,0,-0.1748900939,0.2317027416,-0.8675485908,-0.3506077203,-0.1173725716,2.75345496,0,0.0847679735,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2023-07-21,2023-W29,weekly,2023-07-17,5,0,2690,2023-07-28,2710,0.0074349442,1,-0.6338363198,1.0320982324,-0.3438133999,-0.3132595428,0.3734232479,0.7728663642,0,0.2455105227,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2023-07-28,2023-W30,weekly,2023-07-24,5,0,2710,2023-08-04,2767,0.0210332103,1,-0.2305557666,0.0205992651,-0.8017837619,-0.6930936657,-0.2594910761,1.030327343,0,-0.1396199941,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2023-08-04,2023-W31,weekly,2023-07-31,5,0,2767,2023-08-11,2713,-0.019515721,0,0.3982682468,-0.5053694491,-0.8282742433,-0.4958281026,-1.392524144,2.2215905371,0,0.1257675632,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2023-08-11,2023-W32,weekly,2023-08-07,5,0,2713,2023-08-18,2645,-0.0250645042,0,-0.3648816934,0.7389254581,0.24143764,-0.0347542711,-0.5515124621,0.7225135054,0,0.2071137794,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2023-08-18,2023-W33,weekly,2023-08-14,5,0,2645,2023-08-25,2717,0.027221172,1,-1.0797300043,0.7484680037,-1.6885995285,0.0089118156,-0.2493602179,0.7425512641,0,0.4838187817,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2023-08-25,2023-W34,weekly,2023-08-21,5,0,2717,2023-09-01,2716,-0.000368053,0,-0.008383404,-0.2682799557,-0.4650172951,-0.1162885863,-0.7715695406,1.0400729576,0,0.8079843334,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2023-09-01,2023-W35,weekly,2023-08-28,5,0,2716,2023-09-08,2657,-0.0217231222,0,-0.3207612309,0.1935407645,-0.3506933643,-0.1918369042,-0.8662575578,0.9762446279,0,-0.0795940524,1,1,1,1,1,1,0,1,0.2,-0.8854560257,-0.464723172
2023-09-08,2023-W36,weekly,2023-09-04,5,0,2657,2023-09-15,2692,0.0131727512,1,-0.9435388632,0.4806375556,-0.6261984144,-0.607998952,-0.5673143758,0.6929934288,0,0.6064474164,1,1,1,1,1,1,0,1,1,-0.9350162427,-0.354604887
2023-09-15,2023-W37,weekly,2023-09-11,5,0,2692,2023-09-22,2652,-0.014858841,0,-0.218096387,0.9070435077,-0.9165731948,-0.6487521333,-0.622432723,0.5835441547,0,0.2568799807,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2023-09-22,2023-W38,weekly,2023-09-18,5,0,2652,2023-09-28,2628,-0.0090497738,0,-0.89828103,1.2965104765,-0.6164647999,-0.931635368,-0.478896959,0.561548532,0,0.0960528208,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2023-09-28,2023-W39,weekly,2023-09-25,4,0,2628,2023-10-13,2541,-0.0331050228,0,-1.0052527893,0.6349075218,-0.6532906483,-1.4980744538,-0.1482921782,0.5886951527,0,-0.1666388542,1,1,1,1,1,1,0,1,1,-1,0
2023-10-13,2023-W41,weekly,2023-10-09,5,0,2541,2023-10-20,2506,-0.0137741047,0,-1.7629213387,0.2907305896,0.7190150477,1.3359483963,-0.2732015567,0.4465893044,0,0.7463228509,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2023-10-20,2023-W42,weekly,2023-10-16,5,0,2506,2023-10-27,2515,0.0035913807,1,-1.7371443583,0.7259307305,-0.3322242534,0.095886162,-0.3623177648,0.2964861954,0,-0.1356841782,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2023-10-27,2023-W43,weekly,2023-10-23,5,0,2515,2023-11-03,2553,0.0151093439,1,-1.2069375703,0.2018331684,-0.7053374898,-0.2183255159,-0.6945350875,0.3437778503,0,-0.2573914798,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2023-11-03,2023-W44,weekly,2023-10-30,5,0,2553,2023-11-10,2520,-0.0129259694,0,-0.6030160268,-0.0491776911,-0.176291108,-0.3950630721,-0.3965883554,0.2143263583,0,0.2526638583,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2023-11-10,2023-W45,weekly,2023-11-06,5,0,2520,2023-11-17,2543,0.0091269841,1,-0.8822853486,0.7350578213,-0.2058901624,-0.2547657885,-0.4152493615,1.3043357381,0,-0.099361482,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2023-11-17,2023-W46,weekly,2023-11-13,5,0,2543,2023-11-24,2529,-0.0055053087,0,-0.2862257885,0.2709216671,0.206544585,-0.4407929063,-0.1966396686,0.6827029272,0,-0.3113876895,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2023-11-24,2023-W47,weekly,2023-11-20,5,0,2529,2023-12-01,2487,-0.0166073547,0,-0.6395112962,0.5580036049,0.018600319,-0.4430334486,-0.0140358254,0.4591500507,0,-0.5374426734,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2023-12-01,2023-W48,weekly,2023-11-27,5,0,2487,2023-12-08,2498,0.0044229996,1,-1.1747244068,0.6326104124,-0.251574896,-0.6398019335,0.1030233689,1.0124757939,0,-0.2691177838,1,1,1,1,1,1,0,1,0.8,-0.464723172,0.8854560257
2023-12-08,2023-W49,weekly,2023-12-04,5,0,2498,2023-12-15,2444,-0.0216172938,0,-0.7203476201,-0.0892794036,-0.2074390675,-1.1079828357,0.3115361188,0.7545866095,0,-0.6368046586,1,1,1,1,1,1,0,1,0,-0.354604887,0.9350162427
2023-12-15,2023-W50,weekly,2023-12-11,5,0,2444,2023-12-22,2416,-0.0114566285,0,-1.4385950116,0.7027550148,0.2380226636,-1.4756944562,-0.0905353213,1.1341392084,0,-0.1652133542,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2023-12-22,2023-W51,weekly,2023-12-18,5,0,2416,2023-12-29,2413,-0.0012417219,0,-1.4079632962,0.0446207376,0.0338782147,1.7767729578,-0.3259223998,1.299588145,0,-0.4748702577,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2023-12-29,2023-W52,weekly,2023-12-25,5,0,2413,2024-01-05,2395,-0.0074595939,0,-1.1307075537,0.4728231818,0.4273342104,-0.2882371588,0.0369172846,0.9561565727,0,-0.7510486252,1,1,1,1,1,1,0,1,0,0,1
2024-01-05,2024-W01,weekly,2024-01-02,4,0,2395,2024-01-12,2375,-0.0083507307,0,-1.1892859054,0.5651204923,-0.0125058328,-0.4964343617,-0.3490079477,0.9412446234,0,-0.8328584464,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2024-01-12,2024-W02,weekly,2024-01-08,5,0,2375,2024-01-19,2343,-0.0134736842,0,-1.1946534945,0.242977734,0.5891155086,0.1738933424,-0.5653329264,1.0424613887,0,-0.9857844891,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2024-01-19,2024-W03,weekly,2024-01-15,5,0,2343,2024-01-26,2358,0.0064020487,1,-1.3858004374,0.1427311415,0.9679867426,0.1010544027,-0.2242023289,1.0369875576,0,-0.809498584,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2024-01-26,2024-W04,weekly,2024-01-22,5,0,2358,2024-02-02,2405,0.0199321459,1,-0.950314445,-0.8147057181,0.399298531,0.081239588,0.0159351378,1.1297780905,0,-0.9476784749,1,1,1,1,1,1,0,1,0,0.464723172,0.8854560257
2024-02-02,2024-W05,weekly,2024-01-29,5,0,2405,2024-02-08,2413,0.0033264033,1,-0.2591346825,-0.4892693463,-0.3636121372,-0.116371834,-0.0779987372,1.0976209066,0,-0.1712357085,1,1,1,1,1,1,0,1,0,0.5680647467,0.8229838659
2024-02-08,2024-W06,weekly,2024-02-05,4,0,2413,2024-02-23,2463,0.0207210941,1,-0.361121583,-0.1909726634,0.9291026821,-0.4840892107,-0.3287197039,1.0083317787,0,-0.7250131849,1,1,1,1,1,1,0,1,0,0.6631226582,0.7485107482
2024-02-23,2024-W08,weekly,2024-02-19,5,0,2463,2024-03-01,2462,-0.0004060089,0,0.3209629014,-0.9374530042,-0.257451278,0.4501678828,-0.7145807096,0.9565051247,0,-0.2926429664,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2024-03-01,2024-W09,weekly,2024-02-26,5,0,2462,2024-03-08,2445,-0.0069049553,0,0.0594972894,-0.1674613203,0.2530657961,-0.0566569792,-0.1972860163,0.8212151493,0,-0.8419067334,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2024-03-08,2024-W10,weekly,2024-03-04,5,0,2445,2024-03-15,2451,0.0024539877,1,-0.3710952454,-0.1708765812,-0.0316052215,-0.1436890171,-0.3410570865,0.7271901122,0,-0.622554731,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2024-03-15,2024-W11,weekly,2024-03-11,5,0,2451,2024-03-22,2401,-0.0203998368,0,-0.218770548,-0.8416037913,0.0979395795,-0.0005261568,-0.5183391565,0.4621005716,0,-0.8377894188,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2024-03-22,2024-W12,weekly,2024-03-18,5,0,2401,2024-03-29,2415,0.0058309038,1,-0.9152878965,0.2532253813,0.3887192168,0.003575378,0.0690898001,0.4253862163,0,-0.324240306,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2024-03-29,2024-W13,weekly,2024-03-25,5,0,2415,2024-04-03,2428,0.0053830228,1,-0.4895182406,-0.7963985292,0.0431844379,-0.3159043592,-0.1070292057,0.2100234871,0,-0.6743272565,1,1,1,1,1,1,0,1,0,1,0
2024-04-03,2024-W14,weekly,2024-04-01,3,0,2428,2024-04-12,2393,-0.0144151565,0,-0.2626523606,-0.5978639069,-0.1246416762,-0.8482745791,-0.40902737,0.4045287903,0,-0.6628778496,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2024-04-12,2024-W15,weekly,2024-04-08,5,0,2393,2024-04-19,2414,0.0087755955,1,-0.7264363159,-0.0145756634,0.2742381135,-0.6136395512,-0.1069570325,0.3369622877,0,-0.3351851101,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2024-04-19,2024-W16,weekly,2024-04-15,5,0,2414,2024-04-26,2393,-0.0086992543,0,-0.1161824245,-0.6554475275,-0.0448852072,-0.2176393409,0.1699107408,0.2347367755,0,-0.6439100503,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2024-04-26,2024-W17,weekly,2024-04-22,5,0,2393,2024-04-30,2388,-0.0020894275,0,-0.5072019607,-0.3422627145,0.0319058578,-0.0215618585,0.8343515232,0.320766462,0,-0.6083525934,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2024-04-30,2024-W18,weekly,2024-04-29,2,0,2388,2024-05-10,2453,0.0272194305,1,-0.5400473933,-0.3473379948,-0.3039895611,-0.9174969883,-0.1397898203,0.3812246562,0,-0.923061113,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2024-05-10,2024-W19,weekly,2024-05-06,5,0,2453,2024-05-17,2459,0.0024459845,1,0.3886018754,-1.0953616696,-0.3397139285,0.3625482087,1.2367619721,0.4886666217,0,0.1720512978,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
